"","id","tvalue","pvalue","correlation","band","task","Bonferroni","BH","Holm","Hochberg","Hommel","BY"
"113","voc_AF3_closed_ForgettingRate_UpperBeta",1.59865816390051,0.116459301535046,0.224838413290498,"UpperBeta","Vocabulary",1,0.621356503873898,1,0.997120948748304,0.997120948748304,1
"114","voc_AF4_closed_ForgettingRate_UpperBeta",1.58574714319593,0.119363458589083,0.223113322856592,"UpperBeta","Vocabulary",1,0.621356503873898,1,0.997120948748304,0.997120948748304,1
"115","voc_F3_closed_ForgettingRate_UpperBeta",1.23372056854572,0.22331405820733,0.175314333953201,"UpperBeta","Vocabulary",1,0.686271056103071,1,0.997120948748304,0.997120948748304,1
"116","voc_F4_closed_ForgettingRate_UpperBeta",1.7781124958423,0.0817200470124207,0.248591811070738,"UpperBeta","Vocabulary",1,0.590493242928459,1,0.997120948748304,0.997120948748304,1
"117","voc_FC5_closed_ForgettingRate_UpperBeta",0.318765507443926,0.751287332136823,0.0459612158332588,"UpperBeta","Vocabulary",1,0.943218353837189,1,0.997120948748304,0.997120948748304,1
"118","voc_FC6_closed_ForgettingRate_UpperBeta",1.07990603813979,0.285580477833711,0.154011326256346,"UpperBeta","Vocabulary",1,0.75239412752085,1,0.997120948748304,0.997120948748304,1
"119","voc_F7_closed_ForgettingRate_UpperBeta",1.17748098527721,0.244809055986028,0.167552127818898,"UpperBeta","Vocabulary",1,0.709476138854087,1,0.997120948748304,0.997120948748304,1
"120","voc_F8_closed_ForgettingRate_UpperBeta",1.38374908738791,0.172836649019482,0.195858690780726,"UpperBeta","Vocabulary",1,0.645256823006068,1,0.997120948748304,0.997120948748304,1
"121","voc_T7_closed_ForgettingRate_UpperBeta",-0.409103201759629,0.68428367031368,-0.058946283984937,"UpperBeta","Vocabulary",1,0.906979539350676,1,0.997120948748304,0.997120948748304,1
"122","voc_T8_closed_ForgettingRate_UpperBeta",0.673402111283808,0.503921191362738,0.0967413246141287,"UpperBeta","Vocabulary",1,0.852129896067287,1,0.997120948748304,0.997120948748304,1
"123","voc_P7_closed_ForgettingRate_UpperBeta",-0.136074900467875,0.89233116882954,-0.0196369329181019,"UpperBeta","Vocabulary",1,0.943218353837189,1,0.997120948748304,0.997120948748304,1
"124","voc_P8_closed_ForgettingRate_UpperBeta",2.46650663394604,0.0172660204527323,0.33538935251824,"UpperBeta","Vocabulary",1,0.412983057485991,1,0.997120948748304,0.98028594168956,1
"125","voc_O1_closed_ForgettingRate_UpperBeta",0.963069654713622,0.340339474691365,0.137683270028153,"UpperBeta","Vocabulary",1,0.784613075038382,1,0.997120948748304,0.997120948748304,1
"126","voc_O2_closed_ForgettingRate_UpperBeta",1.95392048148566,0.056550990548599,0.271435957099907,"UpperBeta","Vocabulary",1,0.575791903767554,1,0.997120948748304,0.997120948748304,1
"127","loc_AF3_closed_ForgettingRate_UpperBeta",2.29085669453444,0.0264049080236496,0.313939652308878,"UpperBeta","Location",1,0.463062563476358,1,0.997120948748304,0.989117346569646,1
"128","loc_AF4_closed_ForgettingRate_UpperBeta",2.49376919106827,0.0161379448579015,0.338673304294653,"UpperBeta","Location",1,0.412983057485991,1,0.997120948748304,0.979139408424426,1
"129","loc_F3_closed_ForgettingRate_UpperBeta",1.83357915731102,0.0729209058246049,0.255846009401104,"UpperBeta","Location",1,0.583519316190596,1,0.997120948748304,0.997120948748304,1
"130","loc_F4_closed_ForgettingRate_UpperBeta",2.09656921246861,0.0413264364464494,0.289642164840385,"UpperBeta","Location",1,0.54547120517157,1,0.997120948748304,0.997120948748304,1
"131","loc_FC5_closed_ForgettingRate_UpperBeta",1.07371417412538,0.288319043210372,0.153149040605392,"UpperBeta","Location",1,0.75239412752085,1,0.997120948748304,0.997120948748304,1
"132","loc_FC6_closed_ForgettingRate_UpperBeta",1.95504252191887,0.0564145601751594,0.271580335975964,"UpperBeta","Location",1,0.575791903767554,1,0.997120948748304,0.997120948748304,1
"133","loc_F7_closed_ForgettingRate_UpperBeta",1.82024638913978,0.0749595556397542,0.254106174794534,"UpperBeta","Location",1,0.583519316190596,1,0.997120948748304,0.997120948748304,1
"134","loc_F8_closed_ForgettingRate_UpperBeta",2.3334811097214,0.023858953581531,0.319190681475946,"UpperBeta","Location",1,0.463062563476358,1,0.997120948748304,0.986577892534807,1
"135","loc_T7_closed_ForgettingRate_UpperBeta",-0.156967347051213,0.875928979158075,-0.0226504724384451,"UpperBeta","Location",1,0.943218353837189,1,0.997120948748304,0.997120948748304,1
"136","loc_T8_closed_ForgettingRate_UpperBeta",1.80701418865651,0.0770300831157861,0.25237702108837,"UpperBeta","Location",1,0.583519316190596,1,0.997120948748304,0.997120948748304,1
"137","loc_P7_closed_ForgettingRate_UpperBeta",0.340787049620489,0.734751041462064,0.049128975932117,"UpperBeta","Location",1,0.939577398216713,1,0.997120948748304,0.997120948748304,1
"138","loc_P8_closed_ForgettingRate_UpperBeta",2.71199602210769,0.00925451227764225,0.364511240221552,"UpperBeta","Location",1,0.412983057485991,1,0.997120948748304,0.972260208833622,1
"139","loc_O1_closed_ForgettingRate_UpperBeta",0.694172534078509,0.490920230204298,0.0996959968478112,"UpperBeta","Location",1,0.852129896067287,1,0.997120948748304,0.997120948748304,1
"140","loc_O2_closed_ForgettingRate_UpperBeta",1.35981970729525,0.180240355567205,0.19259837922322,"UpperBeta","Location",1,0.651190962049256,1,0.997120948748304,0.997120948748304,1
"141","voc_AF3_closed_ForgettingRate_Theta",0.161087727932992,0.872700404750804,0.023244728459732,"Theta","Vocabulary",1,0.943218353837189,1,0.997120948748304,0.997120948748304,1
"142","voc_AF4_closed_ForgettingRate_Theta",0.252557022277676,0.801688959677466,0.0364292696230564,"Theta","Vocabulary",1,0.943218353837189,1,0.997120948748304,0.997120948748304,1
"143","voc_F3_closed_ForgettingRate_Theta",-0.0473112783838492,0.962461441437511,-0.00682863561154518,"Theta","Vocabulary",1,0.967406722724714,1,0.997120948748304,0.997120948748304,1
"144","voc_F4_closed_ForgettingRate_Theta",0.252663225628552,0.801607361466497,0.0364445682389307,"Theta","Vocabulary",1,0.943218353837189,1,0.997120948748304,0.997120948748304,1
"145","voc_FC5_closed_ForgettingRate_Theta",-0.629044886382682,0.532302120208442,-0.090422864237606,"Theta","Vocabulary",1,0.852129896067287,1,0.997120948748304,0.997120948748304,1
"146","voc_FC6_closed_ForgettingRate_Theta",-0.280182078562384,0.780541808583117,-0.0404077705076388,"Theta","Vocabulary",1,0.943218353837189,1,0.997120948748304,0.997120948748304,1
"147","voc_F7_closed_ForgettingRate_Theta",0.2000215863485,0.842308726437598,0.0288586046712497,"Theta","Vocabulary",1,0.943218353837189,1,0.997120948748304,0.997120948748304,1
"148","voc_F8_closed_ForgettingRate_Theta",-0.130266995715364,0.896899595389827,-0.018799098521869,"Theta","Vocabulary",1,0.943218353837189,1,0.997120948748304,0.997120948748304,1
"149","voc_T7_closed_ForgettingRate_Theta",-0.726023010784495,0.471350117973576,-0.104221705133203,"Theta","Vocabulary",1,0.852129896067287,1,0.997120948748304,0.997120948748304,1
"150","voc_T8_closed_ForgettingRate_Theta",0.28216847069355,0.779027437202508,0.0406937746170078,"Theta","Vocabulary",1,0.943218353837189,1,0.997120948748304,0.997120948748304,1
"151","voc_O1_closed_ForgettingRate_Theta",0.392078131648692,0.696735978969897,0.0565012003927607,"Theta","Vocabulary",1,0.908364761569152,1,0.997120948748304,0.997120948748304,1
"152","voc_O2_closed_ForgettingRate_Theta",0.531581745696326,0.597467396391801,0.0765023592379757,"Theta","Vocabulary",1,0.869043485660802,1,0.997120948748304,0.997120948748304,1
"153","loc_AF3_closed_ForgettingRate_Theta",0.497727789352894,0.620948581539491,0.071656143889975,"Theta","Location",1,0.880955678840154,1,0.997120948748304,0.997120948748304,1
"154","loc_AF4_closed_ForgettingRate_Theta",0.549807673029527,0.585000609929163,0.0791091909167916,"Theta","Location",1,0.862106162000872,1,0.997120948748304,0.997120948748304,1
"155","loc_F3_closed_ForgettingRate_Theta",0.49984119169234,0.619470650550873,0.0719588309332687,"Theta","Location",1,0.880955678840154,1,0.997120948748304,0.997120948748304,1
"156","loc_F4_closed_ForgettingRate_Theta",0.849555117364975,0.399790002588756,0.121711088910621,"Theta","Location",1,0.840114536800187,1,0.997120948748304,0.997120948748304,1
"157","loc_FC5_closed_ForgettingRate_Theta",0.170345055156121,0.865454767644742,0.0245797623835742,"Theta","Location",1,0.943218353837189,1,0.997120948748304,0.997120948748304,1
"158","loc_FC6_closed_ForgettingRate_Theta",0.741181786930913,0.462194090201262,0.106373396629012,"Theta","Location",1,0.852129896067287,1,0.997120948748304,0.997120948748304,1
"159","loc_F7_closed_ForgettingRate_Theta",0.602495410715746,0.549680329616618,0.08663574684714,"Theta","Location",1,0.856424811967041,1,0.997120948748304,0.997120948748304,1
"160","loc_F8_closed_ForgettingRate_Theta",1.02817921163275,0.309019016660349,0.146797159025648,"Theta","Location",1,0.75239412752085,1,0.997120948748304,0.997120948748304,1
"161","loc_T7_closed_ForgettingRate_Theta",-1.03355443224997,0.30652397674376,-0.147547935259808,"Theta","Location",1,0.75239412752085,1,0.997120948748304,0.997120948748304,1
"162","loc_T8_closed_ForgettingRate_Theta",1.79998183959708,0.0781499084183834,0.251457063716656,"Theta","Location",1,0.583519316190596,1,0.997120948748304,0.997120948748304,1
"163","loc_P7_closed_ForgettingRate_Theta",-0.25708023355573,0.798215671202625,-0.0370808163731314,"Theta","Location",1,0.943218353837189,1,0.997120948748304,0.997120948748304,1
"164","loc_P8_closed_ForgettingRate_Theta",2.52624589188729,0.0148815610245184,0.342569235692036,"Theta","Location",1,0.412983057485991,1,0.997120948748304,0.977904680292743,1
"165","loc_O1_closed_ForgettingRate_Theta",0.0609740799206956,0.951633028636032,0.00880050954896125,"Theta","Location",1,0.967406722724714,1,0.997120948748304,0.997120948748304,1
"166","loc_O2_closed_ForgettingRate_Theta",0.739616165709594,0.463134973105259,0.106151235353041,"Theta","Location",1,0.852129896067287,1,0.997120948748304,0.997120948748304,1
"167","voc_AF3_closed_ForgettingRate_Gamma",-0.662770690648887,0.510647628465792,-0.0952279690898546,"Gamma","Vocabulary",1,0.852129896067287,1,0.997120948748304,0.997120948748304,1
"168","voc_AF4_closed_ForgettingRate_Gamma",-0.812390026290158,0.420578816951919,-0.116460494761665,"Gamma","Vocabulary",1,0.840114536800187,1,0.997120948748304,0.997120948748304,1
"169","voc_F3_closed_ForgettingRate_Gamma",-1.34359956638952,0.185395439750975,-0.190384790360054,"Gamma","Vocabulary",1,0.656046930052737,1,0.997120948748304,0.997120948748304,1
"170","voc_F4_closed_ForgettingRate_Gamma",-0.989353458384427,0.327451461775216,-0.141366763790844,"Gamma","Vocabulary",1,0.776307489582543,1,0.997120948748304,0.997120948748304,1
"171","voc_FC5_closed_ForgettingRate_Gamma",-1.07693024696782,0.286894352538233,-0.153596958164992,"Gamma","Vocabulary",1,0.75239412752085,1,0.997120948748304,0.997120948748304,1
"172","voc_FC6_closed_ForgettingRate_Gamma",-1.23280943511045,0.223650835247876,-0.175188835068268,"Gamma","Vocabulary",1,0.686271056103071,1,0.997120948748304,0.997120948748304,1
"173","voc_F7_closed_ForgettingRate_Gamma",-0.924919782334989,0.359634433038545,-0.132326687524452,"Gamma","Vocabulary",1,0.797605079214199,1,0.997120948748304,0.997120948748304,1
"174","voc_F8_closed_ForgettingRate_Gamma",-1.48133228655328,0.145053233777457,-0.209086066064512,"Gamma","Vocabulary",1,0.638011910675191,1,0.997120948748304,0.997120948748304,1
"175","voc_T7_closed_ForgettingRate_Gamma",-0.450556138526297,0.654338124835014,-0.0648950950987304,"Gamma","Vocabulary",1,0.891051759612118,1,0.997120948748304,0.997120948748304,1
"176","voc_T8_closed_ForgettingRate_Gamma",-1.63022304815927,0.109599936304127,-0.229046999632156,"Gamma","Vocabulary",1,0.621356503873898,1,0.997120948748304,0.997120948748304,1
"177","voc_P7_closed_ForgettingRate_Gamma",-1.31428660703264,0.194995842589225,-0.186377047446689,"Gamma","Vocabulary",1,0.656046930052737,1,0.997120948748304,0.997120948748304,1
"178","voc_P8_closed_ForgettingRate_Gamma",0.0921314158854316,0.926977075952698,0.0132968488020964,"Gamma","Vocabulary",1,0.961309560247242,1,0.997120948748304,0.997120948748304,1
"179","voc_O1_closed_ForgettingRate_Gamma",-1.04478863091961,0.301353912288333,-0.149116231163868,"Gamma","Vocabulary",1,0.75239412752085,1,0.997120948748304,0.997120948748304,1
"180","voc_O2_closed_ForgettingRate_Gamma",-0.639260402843621,0.525692691755963,-0.0918790087537588,"Gamma","Vocabulary",1,0.852129896067287,1,0.997120948748304,0.997120948748304,1
"181","loc_AF3_closed_ForgettingRate_Gamma",0.74440855736055,0.460258390489653,0.106831224295972,"Gamma","Location",1,0.852129896067287,1,0.997120948748304,0.997120948748304,1
"182","loc_AF4_closed_ForgettingRate_Gamma",1.02878983684381,0.308734884825977,0.146882460026276,"Gamma","Location",1,0.75239412752085,1,0.997120948748304,0.997120948748304,1
"183","loc_F3_closed_ForgettingRate_Gamma",0.177166725209064,0.86012291965725,0.0255634572903609,"Gamma","Location",1,0.943218353837189,1,0.997120948748304,0.997120948748304,1
"184","loc_F4_closed_ForgettingRate_Gamma",0.935803461937169,0.354058843540711,0.133856056851059,"Gamma","Location",1,0.793091809531193,1,0.997120948748304,0.997120948748304,1
"185","loc_FC5_closed_ForgettingRate_Gamma",0.109271695578914,0.91344254761984,0.0157700493865474,"Gamma","Location",1,0.956126778817029,1,0.997120948748304,0.997120948748304,1
"186","loc_FC6_closed_ForgettingRate_Gamma",0.616274313501621,0.540625296880804,0.0886017008717131,"Gamma","Location",1,0.852817369727465,1,0.997120948748304,0.997120948748304,1
"187","loc_F7_closed_ForgettingRate_Gamma",-0.0998340045321792,0.920891917305887,-0.0144083015392329,"Gamma","Location",1,0.959440881286134,1,0.997120948748304,0.997120948748304,1
"188","loc_F8_closed_ForgettingRate_Gamma",0.46808813785086,0.641840130199257,0.0674090266436545,"Gamma","Location",1,0.891051759612118,1,0.997120948748304,0.997120948748304,1
"189","loc_T7_closed_ForgettingRate_Gamma",-0.131141720035039,0.896211318499095,-0.0189252867287153,"Gamma","Location",1,0.943218353837189,1,0.997120948748304,0.997120948748304,1
"190","loc_T8_closed_ForgettingRate_Gamma",0.235120796854655,0.815115176548998,0.0339172381509599,"Gamma","Location",1,0.943218353837189,1,0.997120948748304,0.997120948748304,1
"191","loc_P7_closed_ForgettingRate_Gamma",0.176185396953382,0.860889531407451,0.025421952810687,"Gamma","Location",1,0.943218353837189,1,0.997120948748304,0.997120948748304,1
"192","loc_P8_closed_ForgettingRate_Gamma",2.0682896368502,0.0440234810001746,0.286057021927892,"Gamma","Location",1,0.547847763557728,1,0.997120948748304,0.997120948748304,1
"193","loc_O1_closed_ForgettingRate_Gamma",0.945037026948338,0.349372998477845,0.135152803872263,"Gamma","Location",1,0.790500521808458,1,0.997120948748304,0.997120948748304,1
"194","loc_O2_closed_ForgettingRate_Gamma",1.25650406567357,0.215014032413701,0.17844972453981,"Gamma","Location",1,0.678354130431957,1,0.997120948748304,0.997120948748304,1
"195","voc_P7_closed_ForgettingRate_Theta",-0.841272200605947,0.404367156137531,-0.120541766992078,"Theta","Vocabulary",1,0.840114536800187,1,0.997120948748304,0.997120948748304,1
"196","voc_P8_closed_ForgettingRate_Theta",1.60721805509772,0.114565626156161,0.225980969528191,"Theta","Vocabulary",1,0.621356503873898,1,0.997120948748304,0.997120948748304,1
"197","loc_AF3_closed_ForgettingRate_CombinedBeta",1.84435604521326,0.0713074462187326,0.257250505462702,"Combined_Beta","Location",1,0.583519316190596,1,0.997120948748304,0.997120948748304,1
"198","loc_AF4_closed_ForgettingRate_CombinedBeta",2.28340343838284,0.0268741666303244,0.313018480243084,"Combined_Beta","Location",1,0.463062563476358,1,0.997120948748304,0.989840385565676,1
"199","loc_F3_closed_ForgettingRate_CombinedBeta",1.57484760748621,0.121860475670248,0.221655360235563,"Combined_Beta","Location",1,0.621356503873898,1,0.997120948748304,0.997120948748304,1
"200","loc_F4_closed_ForgettingRate_CombinedBeta",1.80817529460073,0.0768464930942819,0.252528848840171,"Combined_Beta","Location",1,0.583519316190596,1,0.997120948748304,0.997120948748304,1
"201","loc_FC5_closed_ForgettingRate_CombinedBeta",0.678825979011648,0.500508209407425,0.0975131405842301,"Combined_Beta","Location",1,0.852129896067287,1,0.997120948748304,0.997120948748304,1
"202","loc_FC6_closed_ForgettingRate_CombinedBeta",1.36382248112172,0.1789852482679,0.193144193619355,"Combined_Beta","Location",1,0.651190962049256,1,0.997120948748304,0.997120948748304,1
"203","loc_F7_closed_ForgettingRate_CombinedBeta",1.15437744472128,0.254060533590362,0.164354230002678,"Combined_Beta","Location",1,0.720374171192924,1,0.997120948748304,0.997120948748304,1
"204","loc_F8_closed_ForgettingRate_CombinedBeta",1.68339131494403,0.0987932871189572,0.23610694792306,"Combined_Beta","Location",1,0.609311692626139,1,0.997120948748304,0.997120948748304,1
"205","loc_T7_closed_ForgettingRate_CombinedBeta",-0.259977554957856,0.795993030645635,-0.037498136742306,"Combined_Beta","Location",1,0.943218353837189,1,0.997120948748304,0.997120948748304,1
"206","loc_T8_closed_ForgettingRate_CombinedBeta",1.28483808090552,0.20501466564148,0.182341379409718,"Combined_Beta","Location",1,0.656046930052737,1,0.997120948748304,0.997120948748304,1
"207","loc_P7_closed_ForgettingRate_CombinedBeta",0.180735729050397,0.857335972496873,0.026078083514763,"Combined_Beta","Location",1,0.943218353837189,1,0.997120948748304,0.997120948748304,1
"208","loc_P8_closed_ForgettingRate_CombinedBeta",2.68968237708532,0.00980785116816205,0.361906356712565,"Combined_Beta","Location",1,0.412983057485991,1,0.997120948748304,0.97281610375005,1
"209","loc_O1_closed_ForgettingRate_CombinedBeta",0.567869912277548,0.57277017184268,0.0816910105101845,"Combined_Beta","Location",1,0.859270913347987,1,0.997120948748304,0.997120948748304,1
"210","loc_O2_closed_ForgettingRate_CombinedBeta",1.46006594939459,0.150786530728396,0.206212912301818,"Combined_Beta","Location",1,0.638011910675191,1,0.997120948748304,0.997120948748304,1
"211","voc_AF3_closed_ForgettingRate_CombinedBeta",0.694440665911512,0.490753620413723,0.0997341225626405,"Combined_Beta","Vocabulary",1,0.852129896067287,1,0.997120948748304,0.997120948748304,1
"212","voc_AF4_closed_ForgettingRate_CombinedBeta",0.704895548945981,0.484281743884691,0.101220360231554,"Combined_Beta","Vocabulary",1,0.852129896067287,1,0.997120948748304,0.997120948748304,1
"213","voc_F3_closed_ForgettingRate_CombinedBeta",0.321160905431094,0.749482710657661,0.0463058585555113,"Combined_Beta","Vocabulary",1,0.943218353837189,1,0.997120948748304,0.997120948748304,1
"214","voc_F4_closed_ForgettingRate_CombinedBeta",0.655595656038057,0.515214449967371,0.0942062473143243,"Combined_Beta","Vocabulary",1,0.852129896067287,1,0.997120948748304,0.997120948748304,1
"215","voc_FC5_closed_ForgettingRate_CombinedBeta",-0.449811786955589,0.654871000436663,-0.0647883340668044,"Combined_Beta","Vocabulary",1,0.891051759612118,1,0.997120948748304,0.997120948748304,1
"216","voc_FC6_closed_ForgettingRate_CombinedBeta",-0.0465210882342378,0.96308794271255,-0.00671458933262596,"Combined_Beta","Vocabulary",1,0.967406722724714,1,0.997120948748304,0.997120948748304,1
"217","voc_F7_closed_ForgettingRate_CombinedBeta",0.188747093149863,0.851086824782135,0.0272331919349315,"Combined_Beta","Vocabulary",1,0.943218353837189,1,0.997120948748304,0.997120948748304,1
"218","voc_F8_closed_ForgettingRate_CombinedBeta",0.0517370941372981,0.958952892186451,0.00746739809945217,"Combined_Beta","Vocabulary",1,0.967406722724714,1,0.997120948748304,0.997120948748304,1
"219","voc_T7_closed_ForgettingRate_CombinedBeta",-0.391045018785182,0.697494370490599,-0.0563527950126512,"Combined_Beta","Vocabulary",1,0.908364761569152,1,0.997120948748304,0.997120948748304,1
"220","voc_T8_closed_ForgettingRate_CombinedBeta",-0.178655854831641,0.858959874383746,-0.0257781822085766,"Combined_Beta","Vocabulary",1,0.943218353837189,1,0.997120948748304,0.997120948748304,1
"221","voc_P7_closed_ForgettingRate_CombinedBeta",-0.627024822178788,0.533614221678998,-0.0901348503911433,"Combined_Beta","Vocabulary",1,0.852129896067287,1,0.997120948748304,0.997120948748304,1
"222","voc_P8_closed_ForgettingRate_CombinedBeta",1.73804694717549,0.0886146985384705,0.243325621089437,"Combined_Beta","Vocabulary",1,0.609311692626139,1,0.997120948748304,0.997120948748304,1
"223","voc_O1_closed_ForgettingRate_CombinedBeta",0.160839861360175,0.872894562367013,0.0232089809490873,"Combined_Beta","Vocabulary",1,0.943218353837189,1,0.997120948748304,0.997120948748304,1
"224","voc_O2_closed_ForgettingRate_CombinedBeta",1.19667183428681,0.237311757166703,0.17020443609006,"Combined_Beta","Vocabulary",1,0.699445179017651,1,0.997120948748304,0.997120948748304,1
